Ship Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
2012-01-08,114667183921,1048853,54189.73999999993,37836.640000000014,283269224.65,198873957.37,84395267.27999999
2012-01-09,114218313725,977039,51686.75999999997,36694.25999999999,257564013.78000012,184528474.56000012,73035539.22
2012-01-10,92582475255,850581,45120.05999999999,31699.33999999999,227645007.76,160348110.01,67296897.75
2012-01-11,103321308769,937155,46942.369999999995,32709.02999999999,240488013.9999999,168237158.04999995,72250855.95000005
2012-01-12,102526194293,877703,51297.799999999945,36227.12999999999,270473315.8500001,192669273.27999994,77804042.56999993
2012-01-13,101196433027,998060,48543.25999999994,33813.87000000002,253333880.81000003,175992091.82999998,77341788.98
2012-01-14,83287250367,726448,44620.669999999955,31788.659999999993,201543803.08999997,139559317.45999995,61984485.63000003
2012-01-15,102239758254,873766,50240.19999999993,35516.72000000004,254848150.23999983,181279376.13999996,73568774.1
2012-01-16,93906248872,875445,49783.789999999935,35218.659999999996,245011526.2700001,172996340.53,72015185.74
2012-01-17,93866198484,839372,42035.35,29081.899999999994,219314845.00000003,152304886.66000006,67009958.33999998
2012-01-18,97833546691,904411,52670.60999999993,37611.479999999996,271257814.34999996,194180116.86999997,77077697.47999997
2012-01-19,96080890462,887090,42980.039999999986,30101.969999999998,221155538.25,155409472.5799999,65746065.67000001
2012-01-20,97269748537,927449,52422.22999999993,37413.54999999999,283541443.34,201502048.07,82039395.27000004
2012-01-21,108593946330,927782,50598.18999999994,35919.70999999998,263309651.75999993,189169039.52999997,74140612.23
2012-01-22,109287257954,918365,55214.399999999936,39093.83999999998,276376662.26999974,198154549.0899999,78222113.17999996
2012-01-23,106027246313,966190,52515.20999999992,37249.71999999997,254817133.37000003,178212810.29999995,76604323.0700001
2012-01-24,99896976751,924649,51381.89999999996,36798.31999999997,262846589.35000014,189850039.19000015,72996550.16000004
2012-01-25,101401967318,871672,48423.40999999996,34278.74,229469797.96000004,163321889.97000003,66147907.99
2012-01-26,99017198401,991802,48102.14999999996,33924.449999999975,234723418.44999987,163677419.54000008,71045998.90999995
2012-01-27,99778325626,968863,47465.349999999984,33066.29999999998,250044856.51000008,174025883.74999997,76018972.75999993
2012-01-28,96541282306,886964,44861.97999999996,31386.819999999996,221439940.95999998,156801951.7000001,64637989.26000005
2012-01-29,103758652098,989896,48988.03999999998,34102.719999999965,253639067.60999987,177711140.32999998,75927927.27999999
2012-01-30,104862299876,898682,43024.31999999999,29884.059999999983,219843137.35000005,153999952.11999997,65843185.22999998
2012-01-31,91007663619,795391,38717.92000000001,27223.799999999985,179858850.3,126540794.26,53318056.039999954
2012-02-01,102037529496,990321,47420.10999999998,33283.63999999995,223366666.8499999,153776096.05,69590570.80000003
2012-02-02,105607718815,942117,46373.01999999998,32279.379999999976,233385038.32000005,161577245.96000007,71807792.36000001
2012-02-03,104655495298,1026559,51010.959999999955,34937.55999999998,269554921.1699999,185458114.82,84096806.35000004
2012-02-04,91886411935,816536,42768.009999999995,29986.47,193401532.98999995,134642742.14000013,58758790.85000001
2012-02-05,91219732949,892553,44863.12999999999,31727.759999999977,240444957.19999996,168827382.97999996,71617574.21999995
2012-02-06,86451305152,827966,42216.56,29549.56999999997,221640086.05999997,155038266.73000002,66601819.32999996
2012-02-07,92518010947,831859,45332.599999999955,31963.510000000006,226869540.62000003,159662904.90999994,67206635.71000001
2012-02-08,94096091575,849542,51008.32,36492.959999999985,250992202.21999997,179474427.86999992,71517774.35000001
2012-02-09,89643066827,800871,45556.379999999976,31750.930000000008,211498852.8699999,146632813.49,64866039.38000001
2012-02-10,103509111925,845721,46369.05999999999,32699.339999999975,219517269.4599999,155031750.98999998,64485518.46999997
2012-02-11,94639602471,893356,47881.89999999998,33697.55000000001,245240209.24000004,172663700.63000003,72576508.61000004
2012-02-12,84479649436,775498,46686.599999999984,33025.08999999998,223705002.9600001,159469668.23999995,64235334.720000036
2012-02-13,103847256411,989873,51476.68999999996,36343.69999999998,266143043.14000008,187835156.51999992,78307886.62000008
2012-02-14,99293586628,921539,51297.96999999994,36110.91999999998,277478343.4699999,197437490.81,80040852.65999992
2012-02-15,93081943701,847519,48052.059999999954,33592.25999999999,252531958.85000008,180205454.97000012,72326503.87999998
2012-02-16,90005687044,831988,41226.18999999999,28457.400000000005,217969345.9,150496964.87000003,67472381.03
2012-02-17,96715041780,912817,47136.47999999995,33093.759999999995,247746016.72,174312757.14000008,73433259.58000009
2012-02-18,112383888009,970014,51298.08999999994,35962.72999999999,259836927.4000001,185060632.90000007,74776294.50000003
2012-02-19,95958560173,906528,50484.56999999997,36169.21999999997,252719938.59000018,180470918.31999996,72249020.26999994
2012-02-20,89265735335,799251,45185.29999999997,31727.060000000005,225294399.57999995,159045448.98000014,66248950.59999996
2012-02-21,89937459595,777389,47557.95999999995,34256.75999999997,218354514.67999998,156655396.35000005,61699118.330000006
2012-02-22,86210993224,765776,45868.589999999946,33185.329999999994,214753249.20999983,154096688.25000003,60656560.960000016
2012-02-23,90950281363,960950,50324.709999999955,35311.07999999999,275644299.5400001,191800981.82999995,83843317.70999995
2012-02-24,108345250587,1047146,57251.21999999991,40791.99999999999,304252674.7199998,216257849.13000005,87994825.59
2012-02-25,97140709272,894153,48273.56999999996,34685.639999999985,241735114.39999998,170066318.22,71668796.17999999
2012-02-26,114401661895,1058110,53171.569999999934,37393.71999999998,278865360.80999994,196827418.52000004,82037942.28999999
2012-02-27,94180667802,916691,46426.84999999996,32967.04999999999,248883236.06999996,176460959.14000002,72422276.93
2012-02-28,83054706690,825568,41714.149999999994,29075.359999999975,207719475.67999995,143540457.05999994,64179018.62
2012-02-29,96796957494,935482,47245.19999999996,33483.79999999998,235054505.60000005,166741600.97,68312904.62999997
2012-03-01,95895369150,867209,46710.439999999966,33696.74999999999,242666038.83999997,176112880.8400001,66553158.00000001
2012-03-02,92687986415,866800,39012.94000000002,26738.53999999998,188201104.0,127254586.16000007,60946517.84000002
2012-03-03,92019096013,905813,47748.80999999999,33548.549999999974,222959206.71999997,156167190.19000006,66792016.53000004
2012-03-04,105291030570,933583,49713.709999999985,35343.27999999996,244940558.77999994,174922532.20999995,70018026.56999996
2012-03-05,82485533527,721757,36967.729999999996,25923.689999999995,168376104.27000004,115823956.61000001,52552147.660000026
2012-03-06,98013365607,881419,42954.089999999975,29556.460000000006,213580613.29999998,146829143.64000005,66751469.660000026
2012-03-07,106385914024,905084,47028.74999999996,32297.61999999998,216515880.76999995,151193012.49999997,65322868.27000004
2012-03-08,87698204084,903913,37713.85000000003,26041.099999999973,200546488.24999994,137713815.52999997,62832672.72000002
2012-03-09,110380584678,1004607,47156.569999999985,32653.339999999975,228206517.91000006,157236317.02000007,70970200.88999996
2012-03-10,112970100648,1065351,45857.27999999993,32057.54999999996,252858828.37000006,178985110.04999995,73873718.31999996
2012-03-11,95963273081,860339,45815.87999999999,32043.68999999999,235139517.69999993,164241217.89000002,70898299.80999999
2012-03-12,100962228534,864338,47414.98999999996,33192.049999999996,220518982.50999993,153699153.74,66819828.77000004
2012-03-13,106340831578,954480,48789.08999999998,34123.999999999985,243395968.49000016,169092155.5600001,74303812.93000002
2012-03-14,111222824807,904464,55276.93999999993,38647.640000000014,252912352.0000001,176262794.09000003,76649557.91
2012-03-15,98548430140,861188,46745.59999999993,32872.02,227878692.7000001,159352995.56000003,68525697.14000003
2012-03-16,89732612342,776244,43382.20999999998,30134.44000000001,199952932.74000004,138939245.48999998,61013687.25000001
2012-03-17,101698442048,929411,53779.22999999993,37358.90999999998,262482230.60999998,180256566.61,82225664.0
2012-03-18,97763757533,924242,50822.659999999945,35417.880000000005,254840832.3699999,179413618.28,75427214.08999999
2012-03-19,94602154820,948024,56183.419999999925,39807.43999999998,291351529.67999995,209173101.00999978,82178428.66999993
2012-03-20,105344266475,956125,52291.66999999996,37309.059999999976,258531211.90999997,183486143.03000003,75045068.88
2012-03-21,90595805251,851922,46675.539999999986,32976.74,243626650.06000003,172515200.80000004,71111449.26
2012-03-22,105261046361,982883,53979.85999999995,38390.779999999984,283526657.42000014,202159836.7099999,81366820.71000005
2012-03-23,91249286208,841459,46957.50999999995,32532.370000000014,231727337.4699999,159613952.15,72113385.31999998
2012-03-24,90350110817,867462,56401.03999999991,41024.45,284713770.0099999,206609810.56000003,78103959.45
2012-03-25,100233376206,910741,51178.01999999995,36808.77999999999,274759514.84999996,201359213.76000005,73400301.09000002
2012-03-26,95746889321,865292,49314.39999999996,35260.359999999986,248149906.07999995,177963977.78999996,70185928.29000002
2012-03-27,97793395598,799692,45502.19,32113.03999999999,221692852.15999994,156103781.24,65589070.91999998
2012-03-28,98817347446,899491,45493.589999999975,31719.679999999968,229243369.99000004,160946622.3000001,68296747.68999997
2012-03-29,92692454724,798231,46482.41999999998,33458.44999999998,229306391.17999992,165643598.89000002,63662792.289999954
2012-03-30,98725735515,991772,48970.469999999965,34426.559999999976,274244617.94,193534033.50999993,80710584.42999999
2012-03-31,95241241221,808203,43627.66999999998,31236.309999999972,206755311.19000003,149369532.32999998,57385778.85999999
2012-04-01,89373862965,862878,41216.92999999997,28098.629999999994,207570847.85999995,141632420.60000008,65938427.26000001
2012-04-02,96703490404,868243,45367.40000000001,31969.609999999964,225291237.27,156144954.98000008,69146282.28999999
2012-04-03,96943373411,878935,45760.219999999965,32335.349999999973,220514184.68999985,156724013.29000005,63790171.39999995
2012-04-04,99716003960,836506,43803.79999999997,29994.059999999983,200427052.98,136333434.02,64093618.96000003
2012-04-05,94917509158,800143,41682.65000000001,29675.559999999972,199986824.58000016,143262656.0200001,56724168.56000003
2012-04-06,104652202041,861471,43655.49000000001,30604.999999999967,228402121.61000004,163347693.37000003,65054428.24000001
2012-04-07,99831514125,842801,43686.659999999974,30326.039999999986,193592514.21000007,132367582.92999999,61224931.279999994
2012-04-08,96143129224,818051,45377.969999999965,32316.879999999983,206437649.69999996,146408255.00999993,60029394.69000003
2012-04-09,100817353042,901310,43095.71999999999,30523.599999999973,236518292.54000002,169072722.70999992,67445569.83
2012-04-10,110003273902,896829,52641.969999999965,37156.59999999998,240315925.58000013,169816854.85999998,70499070.72000003
2012-04-11,103290848934,860588,42625.18999999997,30155.419999999995,223794626.43000004,159186958.36000004,64607668.07
2012-04-12,99516072531,882350,44337.570000000014,31278.11999999997,220470514.23,157036432.68000004,63434081.550000004
2012-04-13,82146857464,732813,42471.989999999954,30267.88999999999,189624090.82000002,136335461.35000005,53288629.470000006
2012-04-14,102700242080,932007,49865.82999999995,34924.29999999999,243945814.00000003,168651730.26000005,75294083.74
2012-04-15,106294751216,958288,52314.49999999993,37085.249999999985,269976701.00999993,192312334.05000004,77664366.95999998
2012-04-16,111823729398,1019756,52184.48999999995,36831.59,265814818.14000005,187813172.5799999,78001645.55999997
2012-04-17,99634253655,857365,43012.31999999999,30055.66999999999,211564177.07999995,146950958.89000002,64613218.18999992
2012-04-18,94219539778,857475,42171.920000000006,29162.11999999999,212290578.40999994,149835048.26,62455530.14999999
2012-04-19,104910949812,958100,58267.93999999995,41338.31999999997,283227599.16,200589488.73000008,82638110.42999996
2012-04-20,97747872532,911226,53609.41999999993,37592.01999999997,262522438.71000004,183378353.28999996,79144085.42000003
2012-04-21,101986944701,900312,50832.75999999993,35857.52,248366392.47000018,177350709.19000006,71015683.27999993
2012-04-22,100170288162,875860,50992.52999999997,36287.42999999997,244726869.6399999,173722143.09999996,71004726.53999999
2012-04-23,108528460315,994428,58335.54999999991,41812.63000000001,310595653.46000016,223127564.41999993,87468089.03999999
2012-04-24,111941354224,969853,55512.10999999996,39607.93,271900788.9000001,195184012.48999986,76716776.41000003
2012-04-25,86104164457,799330,45454.00999999998,33027.419999999984,239358801.5200001,175576014.24999997,63782787.27000002
2012-04-26,110021032236,1038485,57328.8799999999,40909.06,300218047.9999998,212701532.29000005,87516515.71000001
2012-04-27,93712729268,820146,48161.95999999998,33946.57,236550491.74000004,166448371.20999995,70102120.53
2012-04-28,98138203104,878181,48160.46999999996,34285.169999999984,231088250.32999995,162810911.38000005,68277338.95
2012-04-29,111571803683,967357,50432.47999999996,35495.679999999964,258955696.52,179145569.21,79810127.31000006
2012-04-30,108893364821,1028619,56513.73999999995,40336.50999999999,304067955.81999993,218440546.54999995,85627409.27000006
2012-05-01,104782163908,950931,51173.82999999996,36266.85999999998,248219746.31000003,175155586.48000002,73064159.83000001
2012-05-02,95110916802,845748,44655.889999999956,31690.189999999984,213840210.58999997,147965013.29,65875197.3
2012-05-03,94976860502,812378,47163.66999999997,33683.35,229593544.14000005,165621983.74999997,63971560.39000001
2012-05-04,98461451467,892267,47429.289999999986,33742.23999999998,236891670.4999999,167826135.83,69065534.67000002
2012-05-05,107625835585,984273,52979.719999999965,37884.289999999964,262709207.17000005,188539843.50999993,74169363.65999997
2012-05-06,95139504973,803334,39797.29000000001,28372.02999999995,178896480.41000003,128169135.03999996,50727345.36999998
2012-05-07,96366349683,882492,46934.63999999999,33186.989999999976,216275508.3099999,152258323.46999997,64017184.84
2012-05-08,97643697322,832931,41928.33999999999,29606.37999999998,205019218.67000002,143328097.68999997,61691120.980000034
2012-05-09,101391555869,876118,43043.96999999999,30174.19999999997,203773181.41000006,142289995.08999997,61483186.31999999
2012-05-10,101397852986,960716,47704.139999999956,33608.649999999994,249194455.80999985,174597793.05,74596662.75999995
2012-05-11,98133513358,901223,47012.69999999996,33293.32999999997,234517139.2299999,164101108.47,70416030.75999998
2012-05-12,95852261228,838332,43434.56,30351.06,226177296.48000005,161652835.30000007,64524461.18000002
2012-05-13,101602070712,899000,44526.79999999998,31187.36999999998,215473474.31000015,150263360.9100001,65210113.40000001
2012-05-14,96120668463,890266,46981.06999999997,33192.75999999998,223426919.5899999,155358237.36000004,68068682.22999997
2012-05-15,105209901688,935744,47273.77999999999,32943.859999999986,231691868.17999995,160649979.5,71041888.67999998
2012-05-16,119746533580,1074113,55957.22999999994,38775.86999999998,275276749.31,190485527.51,84791221.79999995
2012-05-17,108897641799,1027716,50708.659999999945,34692.17000000001,256298516.48000008,173785794.93999997,82512721.54000002
2012-05-18,98724521248,937860,50703.06999999998,36233.92999999998,247398076.31999987,176422776.45000005,70975299.87000005
2012-05-19,100150843218,861668,43602.719999999965,30463.189999999988,193765410.11999997,134305934.38999996,59459475.72999998
2012-05-20,101671446544,917400,53975.23999999996,38717.32999999997,258596121.35999995,183867151.39999992,74728969.95999993
2012-05-21,100173609890,873109,52332.20999999995,37296.94000000001,242639759.85999998,174968657.7300001,67671102.12999995
2012-05-22,104274151405,974762,52788.24999999994,37457.74,298482390.0499999,212266823.8899999,86215566.16
2012-05-23,93433372963,858661,52864.809999999896,37606.28000000001,261944202.67999992,185890534.7199999,76053667.96000002
2012-05-24,97917094668,857273,51818.55999999991,36812.99000000002,269935663.46999997,193679554.98000002,76256108.49
2012-05-25,99289879984,883820,48162.079999999965,34697.58,226270803.1000002,161089703.28999996,65181099.80999998
2012-05-26,107654764346,964102,49874.81999999995,35294.35999999998,256151876.98999992,180761960.48000008,75389916.51
2012-05-27,105047559295,920759,52794.84999999993,37306.01,262526224.13000005,184904260.46000007,77621963.66999999
2012-05-28,108029021414,949361,56942.62999999994,41341.22999999998,288205470.53000003,209748857.7599999,78456612.77000001
2012-05-29,87534974244,817140,50396.93999999996,36161.36999999999,235012416.89000005,167896976.04999998,67115440.83999997
2012-05-30,101084055559,891080,49631.659999999945,35110.00999999999,231550954.92999986,164213268.4800001,67337686.44999994
2012-05-31,90704954930,828604,45604.16999999996,32699.219999999987,235777858.92000005,169355915.1299999,66421943.790000014
2012-06-01,100024865335,822315,48249.16999999996,34083.579999999965,224903341.0299999,157362574.1000001,67540766.93000004
2012-06-02,105367740895,943877,55735.49999999992,39659.11999999999,275537422.89000016,197016117.77000004,78521305.12
2012-06-03,99200918158,894600,53013.93999999994,38699.79999999999,267870408.6199999,195446118.57000005,72424290.04999997
2012-06-04,90726750265,791462,46665.46999999998,33344.97999999999,207080258.15999985,144850537.94000003,62229720.22000001
2012-06-05,103876264605,964043,47760.37999999996,33288.11999999997,251033303.74000022,177057423.6200001,73975880.11999999
2012-06-06,105701698725,916301,46559.299999999974,33114.589999999946,221524852.59,156490626.48000002,65034226.11000006
2012-06-07,95781879563,933958,43122.54,30320.669999999995,229439793.26999986,160291450.95999992,69148342.31
2012-06-08,114042562941,1008486,44639.629999999954,30896.319999999974,224624260.85000023,156913268.41000006,67710992.43999998
2012-06-09,101394217162,901359,43435.62999999998,29951.169999999984,222120373.66999993,155379720.77,66740652.89999999
2012-06-10,94390696169,864163,41809.00999999996,28906.099999999995,199357704.76999995,137253954.57,62103750.20000005
2012-06-11,105658114622,1015046,48396.859999999986,33843.789999999964,259341924.86999995,183101413.54000002,76240511.33
2012-06-12,106352088227,912143,39262.420000000006,26530.92999999999,191917652.95000002,128792026.58999996,63125626.359999985
2012-06-13,110542463037,964578,56297.51999999993,40054.18999999999,272719735.1099999,192910201.48000005,79809533.62999995
2012-06-14,92427660381,821692,43694.62999999997,31069.86999999997,227947370.17999998,164699380.08000004,63247990.10000001
2012-06-15,98724147643,864488,40817.86999999999,28328.809999999994,193496330.95000002,132323079.01999997,61173251.93000003
2012-06-16,104100844469,922221,49840.32999999996,34758.739999999976,238966515.3099999,164907552.9999999,74058962.31000003
2012-06-17,88639641265,787541,42337.39000000001,29969.03999999998,210282704.38000005,148127294.43000007,62155409.94999999
2012-06-18,94921100794,833822,47473.969999999965,34098.81999999997,225867548.63999984,162584190.53000003,63283358.10999997
2012-06-19,100548428875,888385,48795.83999999996,34149.529999999984,242221540.5699999,167994516.05000007,74227024.52
2012-06-20,97298164587,893253,47113.50999999995,32988.249999999985,253361538.39000013,179524677.85,73836860.54000002
2012-06-21,106036929593,886573,48759.109999999986,34492.43999999997,221834549.77000004,154273834.04999995,67560715.72000004
2012-06-22,99542782456,875265,52758.989999999954,37635.88999999999,264397856.08,187792235.77999997,76605620.29999998
2012-06-23,99532855113,946391,51919.62999999995,36707.05999999997,281144584.90999997,200717489.28999984,80427095.62
2012-06-24,98461013224,925716,53747.35999999993,38591.84999999999,263412789.30000025,188025301.76000002,75387487.54000004
2012-06-25,91532392608,921229,44963.35999999998,31449.109999999982,267155363.1600001,188357908.31000003,78797454.8500001
2012-06-26,105185246585,954337,55432.04999999993,39203.099999999984,286891061.8999999,206352382.96,80538678.94000004
2012-06-27,100378747920,918309,48737.48,34353.07999999998,246017878.54999992,172154427.20999998,73863451.33999996
2012-06-28,84096110270,722927,43175.11999999999,30682.589999999997,216026198.2,153340009.17,62686189.03000002
2012-06-29,107289293577,1011727,57732.8999999999,41014.58999999997,298277375.00000006,212485167.16,85792207.83999994
2012-06-30,96572843331,814591,44393.93999999996,31243.47999999998,199170507.54000005,139486657.66000003,59683849.88000002
2012-07-01,101753368450,909077,54259.68999999996,38684.64999999999,280876641.6799999,200046980.29000014,80829661.39000005
2012-07-02,109254850005,988134,55887.92999999994,40398.08999999999,303492818.31000006,221005784.31999993,82487033.98999998
2012-07-03,97216729484,916791,48218.52999999999,34420.46999999998,243987420.05999988,174986445.73999998,69000974.31999995
2012-07-04,103811436770,954329,55604.81999999992,39701.62999999997,267027294.19,187315481.04999998,79711813.14000005
2012-07-05,101038480329,934352,48609.72999999995,34666.39999999998,239491662.52,171173779.01,68317883.50999999
2012-07-06,101632210051,977595,46237.92999999997,32363.559999999983,243409277.58000013,171049360.10000002,72359917.47999997
2012-07-07,90775902857,839932,42274.26,29304.369999999966,201792601.4200001,138045690.34,63746911.07999998
2012-07-08,105806541231,953807,47986.19999999997,33844.929999999986,236885909.99,165109533.76000002,71776376.23000002
2012-07-09,107147367728,978435,49394.59999999995,34832.499999999985,251689780.58000004,178656459.62000015,73033320.96000005
2012-07-10,95348658218,934971,44398.99,30991.229999999974,212040677.0799998,146173227.24000004,65867449.84000002
2012-07-11,106492406273,955064,48427.559999999976,33528.64999999997,244629101.22000003,171903762.56999996,72725338.65
2012-07-12,96825010115,900618,46078.929999999964,32572.089999999975,238745714.0399999,169771746.73999992,68973967.29999994
2012-07-13,90309251885,802120,40239.509999999995,27595.260000000002,188777736.22000006,127581212.56000003,61196523.660000004
2012-07-14,101605178182,955135,43956.83999999997,31142.75999999998,250009152.32,177057001.6400001,72952150.68000002
2012-07-15,101929737997,873869,44466.52999999999,30705.67999999997,212733761.0600001,147547547.85999995,65186213.200000025
2012-07-16,102047306959,883153,43258.299999999974,29623.76999999998,203774060.2900001,137385399.77000004,66388660.51999997
2012-07-17,92700519416,905595,45827.06999999997,32911.02999999998,249189219.2000001,179229397.52000007,69959821.67999998
2012-07-18,97962657894,857858,45045.04000000001,31302.10999999997,204107893.95999992,140615142.12999997,63492751.830000006
2012-07-19,97361512821,930250,49957.27999999998,34834.95999999997,263289692.06000003,184082625.3700001,79207066.69000007
2012-07-20,90686308406,882675,46621.02,33144.98999999998,247465110.96000007,177586538.75999996,69878572.2
2012-07-21,88524536427,860578,51702.06999999995,37126.88999999999,243414140.22000006,173784577.87,69629562.34999996
2012-07-22,118276324037,1071025,55223.88999999994,38387.60999999999,271506972.2499999,188182421.09999987,83324551.15000005
2012-07-23,96310851711,833150,52677.12999999995,37454.51,261184598.07999986,186014705.78999996,75169892.29000007
2012-07-24,93864551466,936253,46264.079999999965,32687.459999999985,250611161.3,176435599.83999997,74175561.46000002
2012-07-25,101975227492,929490,55519.89999999994,39854.47000000001,266203480.02000013,189874293.17999998,76329186.83999999
2012-07-26,98030143755,923000,46317.54999999995,32290.879999999983,247598378.4999999,173790785.07999995,73807593.41999994
2012-07-27,102879332572,832295,50706.85999999997,35895.079999999994,224429800.02000004,159971582.55,64458217.47000003
2012-07-28,111789139208,981155,63379.109999999884,45380.490000000005,289802479.55999994,205052883.4,84749596.16
2012-07-29,95229567002,926981,48025.19999999997,34028.629999999976,272247131.86,195092534.95999998,77154596.90000005
2012-07-30,87257902172,785662,44104.53999999999,31490.920000000002,227227669.66000003,163100664.44999996,64127005.20999996
2012-07-31,97477781496,955596,51956.98999999992,36892.95999999998,269774816.7299999,190350376.67999992,79424440.05000001
2012-08-01,81592917236,714472,45959.04999999996,32910.36999999998,225038469.42000002,160530147.49,64508321.929999985
2012-08-02,104849534129,939860,49610.57999999997,35397.289999999986,252828724.42000002,181725621.25999996,71103103.16000003
2012-08-03,106928549486,910675,55897.05999999993,39467.25999999996,244421579.18,169484769.54999986,74936809.63000004
2012-08-04,98310304796,914293,54280.73999999994,38983.37999999998,280533920.01,202135396.24999988,78398523.76000002
2012-08-05,104133131754,959868,58784.989999999925,41562.249999999985,269819230.4700001,190425201.94000012,79394028.53000002
2012-08-06,90484888591,783789,44849.24999999994,32424.299999999977,213723907.13,151061844.57,62662062.55999997
2012-08-07,99761623007,977033,47836.24999999996,34383.629999999954,247116741.32999995,177909626.85000002,69207114.48000005
2012-08-08,95767396062,907971,43166.97000000002,30663.999999999975,223173721.18999988,159052376.57999995,64121344.61000002
2012-08-09,85929438778,820382,42918.71,30581.299999999977,214276379.98000014,153854412.86,60421967.12000001
2012-08-10,101415703971,968945,45168.28000000001,31996.509999999955,264097771.18000007,187124952.33000004,76972818.84999998
2012-08-11,103399418294,970041,49660.02999999995,34884.27999999998,239937009.97000012,169095653.84000003,70841356.13000004
2012-08-12,94819534060,906521,41078.740000000005,28550.479999999956,203227948.03999987,140805462.41000003,62422485.63000004
2012-08-13,100828774537,948590,45339.449999999975,30483.529999999973,225323769.05000013,151694851.8000001,73628917.24999999
2012-08-14,96146464877,833995,41647.77000000001,29517.569999999967,201591162.45,144688327.62999997,56902834.81999999
2012-08-15,87976053163,795931,39993.44000000002,27777.06999999997,192164711.6,132057459.45,60107252.14999995
2012-08-16,106014808077,1008562,48409.28999999997,33343.37999999999,253680310.24000007,176821565.62999997,76858744.61000003
2012-08-17,89346449849,816457,42002.41999999999,29174.92,196142522.38000008,135503091.74,60639430.639999986
2012-08-18,109042807597,991218,50855.159999999945,35508.039999999986,256506483.56,178971833.34999996,77534650.21000001
2012-08-19,92010094388,876927,47435.01999999999,33826.10999999998,256794489.02000022,184216571.32000002,72577917.69999997
2012-08-20,102541752400,939096,45897.49999999996,32936.759999999966,237342828.98999992,172543819.29000002,64799009.699999996
2012-08-21,115618317205,1112008,53609.29999999995,37774.599999999984,271465025.1700002,191652189.06999996,79812836.10000007
2012-08-22,97910656404,941745,49018.35999999998,34564.33999999997,246312552.6500001,174150551.30000004,72162001.34999996
2012-08-23,97846129899,878071,47186.590000000004,33204.389999999985,233749424.72000003,164782557.55999994,68966867.16
2012-08-24,94458843467,842752,48746.519999999975,35314.74999999999,241375242.57999998,174635744.95000002,66739497.62999999
2012-08-25,88543156881,846503,44445.28,32038.979999999978,220280859.24,158518421.13,61762438.110000014
2012-08-26,104870979328,979949,54905.04999999993,38748.17999999999,275174216.6000001,193746249.4500001,81427967.15000004
2012-08-27,89142301284,758100,45571.609999999964,31813.559999999994,198470733.94,136853277.59,61617456.349999994
2012-08-28,100073648704,907790,57064.44999999992,40648.69,283191333.6100002,202215915.36999986,80975418.24000004
2012-08-29,94283589565,806954,47203.82999999997,33526.879999999976,227127005.65999994,162930073.00000003,64196932.66000002
2012-08-30,92897200285,846695,49680.25999999996,35113.80999999999,234379455.51000002,163087848.79,71291606.72
2012-08-31,112142511551,1052190,58021.2099999999,41799.25999999999,312819865.81000006,226024308.33000007,86795557.47999997
2012-09-01,106051058661,938515,48863.14999999998,34495.75999999997,246666099.71000007,175452041.4100001,71214058.3
2012-09-02,91717600220,885675,43621.32999999998,30637.809999999994,218388434.33,152608326.2199999,65780108.10999995
2012-09-03,97009652875,876239,49809.24999999994,35283.92,247970703.36999995,175469247.0899999,72501456.28000003
2012-09-04,108641273259,992556,55712.729999999945,39995.03999999996,280636570.97,201132876.91,79503694.06000002
2012-09-05,106266355892,966313,50665.28999999993,35905.11999999999,262065893.4300001,184812232.17000008,77253661.25999999
2012-09-06,87524060957,774522,48072.30999999994,34358.78999999997,221148341.38999996,157537936.25000006,63610405.139999986
2012-09-07,104002163557,916074,49622.03999999994,35332.18999999999,242363568.7499999,173385630.78,68977937.96999994
2012-09-08,99633115939,834655,50276.04999999997,35688.029999999984,227497148.46000016,162445493.77000004,65051654.69000003
2012-09-09,96828872295,821534,48412.55999999997,34655.64,234947320.42999998,169074490.59000006,65872829.84000001
2012-09-10,101049479883,972499,51960.50999999992,37108.64999999998,265420897.9999999,189665693.97999984,75755204.02000003
2012-09-11,105170286304,994656,55062.75999999995,39470.54999999998,271094656.73999995,193895688.4899999,77198968.25
2012-09-12,98334062186,906931,47634.889999999985,34084.60999999998,243405119.1400001,173754251.15999997,69650867.97999999
2012-09-13,104884843383,894080,42941.81999999996,29334.05999999996,198771767.73000002,133989468.84000006,64782298.89000001
2012-09-14,93880448864,832101,39684.51000000001,27218.929999999975,198295426.28000012,134266182.12999994,64029244.150000036
2012-09-15,99607820299,898283,42510.58999999998,29535.919999999973,221484858.95000002,153790507.98,67694350.97000003
2012-09-16,95759973818,938126,45893.029999999984,32917.009999999966,244408663.74000013,175408272.7,69000391.03999999
2012-09-17,92405903153,893241,39317.88000000003,27006.26999999998,213251917.66999996,146771684.11,66480233.56
2012-09-18,87754303847,714229,39135.68999999998,27168.299999999992,182606612.42000002,128105265.74999996,54501346.67
2012-09-19,89132674433,802438,35458.13000000003,24277.05999999998,171381665.27999994,117633416.19000003,53748249.09000005
2012-09-20,98093839184,905330,38774.61000000002,26303.699999999986,203803035.70000002,138559566.54999995,65243469.15000002
2012-09-21,107638485939,959784,49128.88999999997,34040.94999999999,226222102.88000003,155609978.64000005,70612124.23999996
2012-09-22,94829782676,891917,44066.79,30404.96999999999,223215477.07999998,153036732.39999995,70178744.68
